0 0 53294 53255
N1241 14973 26009 15035 26071
N1242 4309 3937 4371 3999
N1243 23777 7037 23839 7099
N1244 44733 4433 44795 4495
N1245 40269 2077 40331 2139
N1246 16213 24893 16275 24955
N1247 21421 2325 21483 2387
N1248 2201 21297 2263 21359
N1249 18941 26009 19003 26071
N1250 21049 23157 21111 23219
N1251 16461 5053 16523 5115
N1252 20677 22785 20739 22847
N1253 2325 9269 2387 9331
N1254 2449 20553 2511 20615
N1255 41757 1333 41819 1395
N1256 38533 10137 38595 10199
N1257 41633 3813 41695 3875
N1258 4929 28365 4991 28427
N1259 5301 26257 5363 26319
N1261 21545 26381 21607 26443
N1262 41385 3937 41447 3999
N1263 41261 3441 41323 3503
N1264 39277 1085 39339 1147
N1265 41137 4061 41199 4123
N1266 32705 6045 32767 6107
N1267 2821 23529 2883 23591
N1268 46221 2821 46283 2883
N1269 23281 20181 23343 20243
N1270 40641 2697 40703 2759
N1271 13981 29233 14043 29295
N1272 1209 31837 1271 31899
N1273 9021 32209 9083 32271
N1274 40393 3193 40455 3255
N1275 21421 25265 21483 25327
N1276 42377 6913 42439 6975
N1277 44113 589 44175 651
N1278 42749 2697 42811 2759
N1279 2821 24893 2883 24955
N1280 44485 5177 44547 5239
N1281 43989 2697 44051 2759
N1282 25761 24149 25823 24211
N1283 21545 24645 21607 24707
N1284 1457 13609 1519 13671
N1285 1953 29357 2015 29419
N1286 43865 3317 43927 3379
N1287 11625 28117 11687 28179
N1288 22785 21793 22847 21855
N1289 18197 23405 18259 23467
N1290 2945 24893 3007 24955
N1291 43493 4061 43555 4123
N1292 40269 1953 40331 2015
N1293 44361 2449 44423 2511
N1294 19561 27993 19623 28055
N1295 43741 2325 43803 2387
N1296 40517 2945 40579 3007
N1297 12493 32581 12555 32643
N1299 39153 9641 39215 9703
N1300 42997 12493 43059 12555
N1301 45849 1829 45911 1891
N1302 39029 2077 39091 2139
N1303 38905 4061 38967 4123
N1304 40517 2201 40579 2263
N1305 1829 28489 1891 28551
N1306 21421 25513 21483 25575
N1307 15097 35805 15159 35867
N1308 22537 22289 22599 22351
N1309 4681 2573 4743 2635
N1310 16089 27249 16151 27311
N1311 16957 4805 17019 4867
N1314 20305 3689 20367 3751
N1315 18817 2573 18879 2635
N1316 18197 22537 18259 22599
N1317 33077 3317 33139 3379
N1318 21173 2325 21235 2387
N1320 17205 1085 17267 1147
N1321 21545 6417 21607 6479
N1322 37293 11625 37355 11687
N1323 5177 22165 5239 22227
N1324 17949 25017 18011 25079
N1325 2325 18445 2387 18507
N1326 36673 3069 36735 3131
N1327 25265 26133 25327 26195
N1328 4805 29977 4867 30039
N1329 39897 9393 39959 9455
N1330 20305 8773 20367 8835
N1331 25885 23529 25947 23591
N1332 2945 33201 3007 33263
N1333 24521 27373 24583 27435
N1334 6293 29605 6355 29667
N1335 4929 18941 4991 19003
N1336 20801 17825 20863 17887
N1337 22165 5921 22227 5983
N1338 50065 2697 50127 2759
N1339 41013 4557 41075 4619
N1340 39153 4433 39215 4495
N1342 2449 22289 2511 22351
N1344 35557 4805 35619 4867
N1345 36425 6169 36487 6231
N1346 23281 17453 23343 17515
N1347 44237 1953 44299 2015
N1349 18693 23033 18755 23095
N1350 42997 5797 43059 5859
N1351 42129 5549 42191 5611
N1352 2821 26877 2883 26939
N1354 42997 10013 43059 10075
N1356 40269 6045 40331 6107
N1357 44981 589 45043 651
N1358 43989 5301 44051 5363
N1359 40641 2945 40703 3007
N1360 42749 3069 42811 3131
N1361 20181 24397 20243 24459
N1362 19685 25761 19747 25823
N1363 43617 2077 43679 2139
N1364 21049 21793 21111 21855
N1365 3813 28613 3875 28675
N1366 1581 21545 1643 21607
N1367 2821 20057 2883 20119
N1368 713 21049 775 21111
N1369 11377 25389 11439 25451
N1370 40765 4185 40827 4247
N1371 21297 18693 21359 18755
N1372 41509 6045 41571 6107
N1373 45849 2449 45911 2511
N1374 50933 8401 50995 8463
N1375 41881 5921 41943 5983
N1376 21297 25141 21359 25203
N1377 2945 33945 3007 34007
N1378 41137 5797 41199 5859
N1379 26133 23405 26195 23467
N1380 44733 8401 44795 8463
N1381 18693 5425 18755 5487
N1382 2821 32953 2883 33015
N1383 23281 21173 23343 21235
N1384 41385 3317 41447 3379
N1385 19809 24645 19871 24707
N1386 2077 18321 2139 18383
N1387 41261 5921 41323 5983
N1388 13733 23033 13795 23095
N1389 2945 21917 3007 21979
N1390 3813 20801 3875 20863
N1391 15469 39277 15531 39339
N1392 25885 26505 25947 26567
N1393 40393 6045 40455 6107
N1394 40517 5301 40579 5363
N1395 3813 28489 3875 28551
N1396 39897 5177 39959 5239
N1397 20553 7285 20615 7347
N1398 22909 6913 22971 6975
N1399 43741 2201 43803 2263
N1400 42377 7161 42439 7223
N1401 42129 2573 42191 2635
N1402 2077 33077 2139 33139
N1403 40889 3193 40951 3255
N1404 465 28489 527 28551
N1405 14725 26753 14787 26815
N1406 19933 24273 19995 24335
N1407 14601 23901 14663 23963
N1408 19809 14229 19871 14291
N1409 24397 5921 24459 5983
N1411 31961 7533 32023 7595
N1412 18445 6541 18507 6603
N1413 1953 21917 2015 21979
N1414 18445 15965 18507 16027
N1415 1085 20677 1147 20739
N1416 22165 2325 22227 2387
N1418 17453 5177 17515 5239
N1419 43989 4681 44051 4743
N1420 40145 5301 40207 5363
N1421 2449 24521 2511 24583
N1422 38905 1457 38967 1519
N1423 18321 34193 18383 34255
N1424 39401 3565 39463 3627
N1425 42501 2573 42563 2635
N1426 24521 15221 24583 15283
N1427 21421 24397 21483 24459
N1428 10633 30845 10695 30907
N1429 19561 24521 19623 24583
N1430 15717 24893 15779 24955
N1431 19561 13733 19623 13795
N1432 2077 24149 2139 24211
N1433 40021 9269 40083 9331
N1434 1953 18321 2015 18383
N1435 23405 6169 23467 6231
N1436 39153 3689 39215 3751
N1437 20553 36177 20615 36239
N1438 45849 7161 45911 7223
N1439 37541 93 37603 155
N1440 39897 4929 39959 4991
N1441 22661 24149 22723 24211
N1442 40021 3441 40083 3503
N1443 4805 22289 4867 22351
N1445 33077 4433 33139 4495
N1446 43741 2449 43803 2511
N1447 49817 9145 49879 9207
N1448 20677 31589 20739 31651
N1449 40145 8525 40207 8587
N1450 1953 24645 2015 24707
N1451 4185 25389 4247 25451
N1452 41013 4433 41075 4495
N1453 22165 23901 22227 23963
N1454 41261 4309 41323 4371
N1455 20057 24273 20119 24335
N1456 17081 18445 17143 18507
N1457 23281 14973 23343 15035
N1458 38657 1705 38719 1767
N1459 43493 4805 43555 4867
N1460 37293 1705 37355 1767
N1461 41881 3193 41943 3255
N1462 42377 1953 42439 2015
N1463 42625 1581 42687 1643
N1464 4061 36673 4123 36735
N1465 30969 5301 31031 5363
N1466 3317 26753 3379 26815
N1467 3317 20925 3379 20987
N1468 20553 589 20615 651
N1469 43245 1705 43307 1767
N1470 20801 25141 20863 25203
N1471 3069 27993 3131 28055
N1472 22289 4557 22351 4619
N1473 22537 5797 22599 5859
N1474 18817 30721 18879 30783
N1475 5673 18445 5735 18507
N1476 465 24769 527 24831
N1478 20181 21297 20243 21359
N1479 44981 3317 45043 3379
N1480 41261 3689 41323 3751
N1481 1953 31713 2015 31775
N1482 20677 2573 20739 2635
N1483 23157 15469 23219 15531
N1484 20553 713 20615 775
N1485 16337 7781 16399 7843
N1486 43989 4929 44051 4991
N1487 38905 9393 38967 9455
N1488 21297 33325 21359 33387
N1489 39897 4557 39959 4619
N1490 41509 1085 41571 1147
N1491 23157 4309 23219 4371
N1492 11253 15717 11315 15779
N1493 40145 9641 40207 9703
N1494 7161 20553 7223 20615
N1495 23405 4557 23467 4619
N1496 42873 3689 42935 3751
N1497 20677 15841 20739 15903
N1498 44485 6045 44547 6107
N1499 18321 26009 18383 26071
N1500 15345 13981 15407 14043
N1501 17701 24769 17763 24831
N1502 39029 22537 39091 22599
N1503 42749 2573 42811 2635
N1505 22413 28737 22475 28799
N1506 44113 713 44175 775
N1507 43369 6417 43431 6479
N1508 48329 589 48391 651
N1509 47957 4929 48019 4991
N1510 43741 11873 43803 11935
N1511 17081 21917 17143 21979
N1512 21049 27869 21111 27931
N1513 43617 5921 43679 5983
N1514 8153 30473 8215 30535
N1515 40269 4061 40331 4123
N1516 23529 20057 23591 20119
N1517 19065 30101 19127 30163
N1518 1581 25637 1643 25699
N1519 1333 21917 1395 21979
N1520 40021 6045 40083 6107
N1521 14477 36053 14539 36115
N1522 8277 26133 8339 26195
N1523 12493 32457 12555 32519
N1524 41261 5053 41323 5115
N1525 20925 24893 20987 24955
N1526 41013 1705 41075 1767
N1527 4681 20429 4743 20491
N1528 16957 28985 17019 29047
N1529 23281 1581 23343 1643
N1530 5053 34317 5115 34379
N1531 40517 7037 40579 7099
N1532 43617 7657 43679 7719
N1533 18321 28737 18383 28799
N1534 17577 22413 17639 22475
N1535 21545 25265 21607 25327
N1536 17205 24521 17267 24583
N1537 23405 2821 23467 2883
N1538 14477 31217 14539 31279
N1539 47709 4185 47771 4247
N1540 2945 26009 3007 26071
N1541 41137 3069 41199 3131
N1542 16337 29481 16399 29543
N1543 3317 3193 3379 3255
N1544 18569 19313 18631 19375
N1545 3565 22909 3627 22971
N1546 24149 23157 24211 23219
N1547 3069 33325 3131 33387
N1548 19065 30225 19127 30287
N1549 44609 4681 44671 4743
N1550 2573 31465 2635 31527
N1552 41013 3565 41075 3627
N1553 19065 837 19127 899
N1554 21173 26753 21235 26815
N1555 18693 33077 18755 33139
N1556 21173 589 21235 651
N1557 23033 24769 23095 24831
N1558 4185 15841 4247 15903
N1559 21421 22785 21483 22847
N1560 15593 20181 15655 20243
N1561 15717 36549 15779 36611
N1562 19437 3565 19499 3627
N1563 39153 4557 39215 4619
N1565 40145 7781 40207 7843
N1566 40641 4433 40703 4495
N1567 40269 4805 40331 4867
N1568 42253 2077 42315 2139
N1569 13237 32457 13299 32519
N1570 47213 4433 47275 4495
N1572 40765 2573 40827 2635
N1573 22661 15221 22723 15283
N1574 40641 4557 40703 4619
N1575 44981 2821 45043 2883
N1576 41261 4805 41323 4867
N1577 36921 4185 36983 4247
N1578 36549 1085 36611 1147
N1579 44113 465 44175 527
N1580 26133 22661 26195 22723
N1581 42749 5301 42811 5363
N1582 39897 5301 39959 5363
N1583 22537 22661 22599 22723
N1584 15841 17949 15903 18011
N1585 38905 4185 38967 4247
N1586 39153 2077 39215 2139
N1587 19313 25389 19375 25451
N1588 40889 1829 40951 1891
N1589 45353 7781 45415 7843
N1590 40889 4185 40951 4247
N1591 43121 5673 43183 5735
N1592 35805 3813 35867 3875
N1593 24149 26133 24211 26195
N1594 6665 24769 6727 24831
N1595 3565 2821 3627 2883
N1596 14849 29853 14911 29915
N1597 18197 25141 18259 25203
N1598 3069 23529 3131 23591
N1599 21297 8153 21359 8215
N1600 14973 38285 15035 38347
N1601 22041 28861 22103 28923
N1602 5673 24645 5735 24707
N1603 713 32209 775 32271
N1604 22537 1085 22599 1147
N1605 25389 25885 25451 25947
N1606 37541 7533 37603 7595
N1607 15469 21917 15531 21979
N1608 1953 13485 2015 13547
N1610 18569 25389 18631 25451
N1611 17205 3069 17267 3131
N1612 18445 33449 18507 33511
N1613 37541 1705 37603 1767
N1614 18197 28861 18259 28923
N1615 20925 29233 20987 29295
N1616 43989 2945 44051 3007
N1617 20925 26257 20987 26319
N1618 18941 4929 19003 4991
N1619 16833 24521 16895 24583
N1620 22041 33325 22103 33387
N1622 4681 34193 4743 34255
N1623 20057 15097 20119 15159
N1624 20801 27373 20863 27435
N1625 9393 31713 9455 31775
N1626 17825 2821 17887 2883
N1627 21173 27373 21235 27435
N1628 46345 2697 46407 2759
N1629 49569 1333 49631 1395
N1630 43121 10137 43183 10199
N1631 20925 16957 20987 17019
N1632 37913 1333 37975 1395
N1633 39897 7161 39959 7223
N1634 46221 5921 46283 5983
N1635 44857 7037 44919 7099
N1637 40021 23901 40083 23963
N1638 21049 22413 21111 22475
N1639 46469 10385 46531 10447
N1640 40641 3193 40703 3255
N1641 21917 5797 21979 5859
N1642 38037 5425 38099 5487
N1644 1581 23281 1643 23343
N1645 589 36053 651 36115
N1646 45105 8773 45167 8835
N1647 17453 20677 17515 20739
N1648 40641 2077 40703 2139
N1649 1705 20553 1767 20615
N1650 43989 3069 44051 3131
N1651 39277 1705 39339 1767
N1652 7161 2573 7223 2635
N1653 43245 5177 43307 5239
N1654 19809 8525 19871 8587
N1655 42377 6665 42439 6727
N1656 44361 5177 44423 5239
N1657 52173 2449 52235 2511
N1658 1085 31341 1147 31403
N1659 22289 23033 22351 23095
N1660 45601 5053 45663 5115
N1661 3193 20553 3255 20615
N1662 40269 2697 40331 2759
N1663 19561 3689 19623 3751
N1664 21049 24645 21111 24707
N1665 2821 21545 2883 21607
N1666 18321 16585 18383 16647
N1668 3193 33697 3255 33759
N1669 40889 2325 40951 2387
N1670 21917 10261 21979 10323
N1671 10013 4557 10075 4619
N1672 20553 26257 20615 26319
N1673 21297 18197 21359 18259
N1674 20057 24397 20119 24459
N1675 3193 35309 3255 35371
N1676 42005 1581 42067 1643
N1677 18693 25637 18755 25699
N1678 7905 32581 7967 32643
N1679 18321 19437 18383 19499
N1680 2697 27497 2759 27559
N1681 42253 4805 42315 4867
N1682 37789 5921 37851 5983
N1683 4185 18569 4247 18631
N1684 13113 26877 13175 26939
N1685 19685 20057 19747 20119
N1686 20801 36177 20863 36239
N1687 19437 4061 19499 4123
N1688 7409 36053 7471 36115
N1689 37665 2821 37727 2883
N1690 39153 6789 39215 6851
N1691 40517 4433 40579 4495
N1692 14105 19561 14167 19623
N1693 42005 9145 42067 9207
N1694 18321 23777 18383 23839
N1695 19561 15965 19623 16027
N1696 37417 8525 37479 8587
N1697 41261 7037 41323 7099
N1698 40517 1705 40579 1767
N1699 42253 4185 42315 4247
N1700 40021 7285 40083 7347
N1701 19685 31589 19747 31651
N1702 1953 23033 2015 23095
N1703 30349 3441 30411 3503
N1704 42005 3317 42067 3379
N1705 41385 1209 41447 1271
N1706 42625 5301 42687 5363
N1707 17205 16213 17267 16275
N1708 41881 2325 41943 2387
N1709 40145 589 40207 651
N1710 41509 837 41571 899
N1711 43121 6169 43183 6231
N1712 11129 27869 11191 27931
N1713 20553 19437 20615 19499
N1714 36301 10261 36363 10323
N1715 44237 3813 44299 3875
N1716 37293 4185 37355 4247
N1717 43865 4185 43927 4247
N1718 14229 20305 14291 20367
N1719 39029 4185 39091 4247
N1720 3689 23405 3751 23467
N1721 10385 34069 10447 34131
N1722 20057 24645 20119 24707
N1723 39153 4185 39215 4247
N1725 5425 26877 5487 26939
N1726 18073 22661 18135 22723
N1727 2201 32953 2263 33015
N1728 43245 6913 43307 6975
N1730 15717 24397 15779 24459
N1731 44361 3069 44423 3131
N1732 4061 27249 4123 27311
N1733 2449 28489 2511 28551
N1734 42749 5177 42811 5239
N1735 22413 25513 22475 25575
N1736 3317 32829 3379 32891
N1737 22289 26257 22351 26319
N1738 1209 17701 1271 17763
N1739 2945 25637 3007 25699
N1740 41509 3813 41571 3875
N1741 20057 27125 20119 27187
N1742 3193 26505 3255 26567
N1743 21669 30101 21731 30163
N1744 44113 10509 44175 10571
N1745 5549 16461 5611 16523
N1746 3689 35805 3751 35867
N1747 2573 36053 2635 36115
N1748 3069 22661 3131 22723
N1749 38161 8897 38223 8959
N1750 20057 8897 20119 8959
N1751 3813 24149 3875 24211
N1752 23157 4185 23219 4247
N1753 20801 2449 20863 2511
N1754 43741 12369 43803 12431
N1755 43369 2573 43431 2635
N1756 23033 4061 23095 4123
N1757 18197 4433 18259 4495
N1758 6169 33449 6231 33511
N1759 46221 3193 46283 3255
N1760 50065 1333 50127 1395
N1761 23901 13609 23963 13671
N1762 43865 10881 43927 10943
N1763 13981 2697 14043 2759
N1764 41261 3069 41323 3131
N1765 3937 2449 3999 2511
N1766 17577 23033 17639 23095
N1767 21297 2573 21359 2635
N1768 22413 1581 22475 1643
N1769 38161 7533 38223 7595
N1770 19809 2449 19871 2511
N1771 23157 7905 23219 7967
N1772 19933 29233 19995 29295
N1773 39153 961 39215 1023
N1774 23157 2573 23219 2635
N1775 20429 10385 20491 10447
N1776 16585 27125 16647 27187
N1777 42625 5549 42687 5611
N1778 17701 9393 17763 9455
N1779 18321 3441 18383 3503
N1780 43865 4929 43927 4991
N1781 21049 17825 21111 17887
N1782 5425 17825 5487 17887
N1783 34937 3813 34999 3875
N1784 14601 6417 14663 6479
N1785 21297 31837 21359 31899
N1786 4929 217 4991 279
N1787 17825 4557 17887 4619
N1788 41757 5921 41819 5983
N1789 5673 27001 5735 27063
N1790 1209 27993 1271 28055
N1791 5425 31713 5487 31775
N1792 19065 24769 19127 24831
N1793 5301 22041 5363 22103
N1794 1953 16213 2015 16275
N1795 4681 33945 4743 34007
N1796 1829 19065 1891 19127
N1797 1705 26009 1767 26071
N1798 19065 1457 19127 1519
N1799 2945 8029 3007 8091
N1800 41881 7533 41943 7595
N1801 17453 22289 17515 22351
N1802 23033 29605 23095 29667
N1803 961 22041 1023 22103
N1804 24025 19561 24087 19623
N1805 22909 3689 22971 3751
N1806 21421 837 21483 899
N1807 1457 35681 1519 35743
N1808 39773 3813 39835 3875
N1809 21173 20553 21235 20615
N1810 45105 4557 45167 4619
N1811 21173 4681 21235 4743
N1812 19809 21297 19871 21359
N1813 46345 7285 46407 7347
N1814 42749 1333 42811 1395
N1815 961 25637 1023 25699
N1816 2697 24893 2759 24955
N1817 40517 6169 40579 6231
N1818 1953 21669 2015 21731
N1819 45105 837 45167 899
N1820 42625 11253 42687 11315
N1821 40021 5549 40083 5611
N1822 40021 7905 40083 7967
N1823 41385 2945 41447 3007
N1824 41757 5673 41819 5735
N1825 47213 2325 47275 2387
N1826 41881 4433 41943 4495
N1827 40393 713 40455 775
N1828 16709 22537 16771 22599
N1829 18197 19189 18259 19251
N1830 43245 4805 43307 4867
N1831 34813 2449 34875 2511
N1832 37789 5301 37851 5363
N1833 41137 1705 41199 1767
N1834 23405 35433 23467 35495
N1836 44113 5425 44175 5487
N1837 1085 19313 1147 19375
N1838 43369 4557 43431 4619
N1840 3441 22661 3503 22723
N1841 37665 1953 37727 2015
N1842 52421 2449 52483 2511
N1843 15469 17205 15531 17267
N1844 2821 35061 2883 35123
N1845 45477 5053 45539 5115
N1846 43617 4309 43679 4371
N1848 36921 3317 36983 3379
N1849 42129 7037 42191 7099
N1850 44361 4805 44423 4867
N1851 43741 3937 43803 3999
N1853 48205 3565 48267 3627
N1854 40021 7781 40083 7843
N1855 40021 5921 40083 5983
N1856 1581 21173 1643 21235
N1858 48205 1085 48267 1147
N1859 4185 18817 4247 18879
N1860 22041 25017 22103 25079
N1861 21421 21049 21483 21111
N1862 217 35929 279 35991
N1863 40765 3937 40827 3999
N1864 46345 8153 46407 8215
N1865 42997 4061 43059 4123
N1866 42129 341 42191 403
N1867 43741 3813 43803 3875
N1868 14973 18569 15035 18631
N1869 44733 6045 44795 6107
N1871 19189 22661 19251 22723
N1872 42253 6541 42315 6603
N1873 20677 6789 20739 6851
N1874 6665 25885 6727 25947
N1875 22413 22413 22475 22475
N1876 41757 6169 41819 6231
N1877 5425 20057 5487 20119
N1878 17081 23033 17143 23095
N1880 22165 13361 22227 13423
N1881 17453 1333 17515 1395
N1882 17453 6169 17515 6231
N1883 1829 18321 1891 18383
N1884 4061 21545 4123 21607
N1885 4185 28861 4247 28923
N1886 39525 3317 39587 3379
N1887 43741 1085 43803 1147
N1888 43121 4433 43183 4495
N1889 93 2573 155 2635
N1890 16461 32829 16523 32891
N1891 40269 7161 40331 7223
N1892 43493 7037 43555 7099
N1893 40765 341 40827 403
N1894 41137 1829 41199 1891
N1895 589 23033 651 23095
N1896 18073 20429 18135 20491
N1897 13981 33449 14043 33511
N1898 20553 14105 20615 14167
N1899 8649 26257 8711 26319
N1900 41013 2449 41075 2511
N1901 2325 36425 2387 36487
N1902 44237 2077 44299 2139
N1903 20305 8401 20367 8463
N1904 20429 24149 20491 24211
N1905 1209 28365 1271 28427
N1906 40517 2449 40579 2511
N1907 23033 2573 23095 2635
N1908 1953 29605 2015 29667
N1909 36797 2201 36859 2263
N1910 17701 4185 17763 4247
N1911 20677 19189 20739 19251
N1912 17949 26629 18011 26691
N1913 5549 4061 5611 4123
N1914 6293 28985 6355 29047
N1915 4557 27373 4619 27435
N1916 5177 21545 5239 21607
N1917 28117 5549 28179 5611
N1918 1705 27249 1767 27311
N1919 2945 15469 3007 15531
N1920 26133 21669 26195 21731
N1922 22537 3069 22599 3131
N1923 25017 7161 25079 7223
N1924 17329 23529 17391 23591
N1925 2945 26505 3007 26567
N1926 21793 3317 21855 3379
N1927 25265 21793 25327 21855
N1928 21669 2449 21731 2511
N1929 20553 24769 20615 24831
N1930 17825 29109 17887 29171
N1931 1829 21173 1891 21235
N1932 25637 2573 25699 2635
N1933 40889 5425 40951 5487
N1934 4681 20677 4743 20739
N1935 18941 22909 19003 22971
N1936 40641 10509 40703 10571
N1937 46345 8897 46407 8959
N1938 1085 23653 1147 23715
N1939 19809 25761 19871 25823
N1940 35681 10509 35743 10571
N1941 18073 22785 18135 22847
N1942 42253 1829 42315 1891
N1943 44981 4805 45043 4867
N1944 40393 8773 40455 8835
N1945 38781 5797 38843 5859
N1946 40765 5177 40827 5239
N1947 18693 23901 18755 23963
N1948 46841 93 46903 155
